OBJECTID,Area_sqkm,TNRCC_ID,CP_ID,usgs_site_,station_nm,huc_cd,usgs_drain_sqmi,WAM_drain_sqmi,WAM_drai_1,Quad_ID,Quad_lat,Quad_lon
923,203.481482,8147000,F1,8147000,"Colorado Rv nr San Saba, TX",12090201,31217,19830,51359.46422,506,32.5,-101.5
924,203.481482,8158000,I1,8158000,"Colorado Rv at Austin, TX",12090205,39009,27611,71512.16171,506,32.5,-101.5
925,203.481482,8154500,I2,0,Lake Travis near Austin,0,0,27357,70854.30473,506,32.5,-101.5
926,203.481482,8148000,I4,0,Lake Buchanan near Burnet,0,20512,20521,53149.14601,506,32.5,-101.5
927,203.481482,8161000,J1,8161000,"Colorado Rv at Columbus, TX",12090301,41640,30244,78331.6004,506,32.5,-101.5
928,203.481482,8159500,J2,8159500,"Colorado Rv at Smithville, TX",12090301,40371,29062,75270.23445,506,32.5,-101.5
929,203.481482,8159200,J3,8159200,"Colorado Rv at Bastrop, TX",12090301,39979,28580,74021.86018,506,32.5,-101.5
930,203.481482,8162500,K1,8162500,"Colorado Rv nr Bay City, TX",12090302,42240,30862,79932.21305,506,32.5,-101.5
931,203.481482,8162000,K2,8162000,"Colorado Rv at Wharton, TX",12090302,42003,30601,79256.22615,506,32.5,-101.5
932,330.7765025,8121000,A1,8121000,"Colorado Rv at Colorado City, TX",12080002,3966,1575,4079.231273,507,32.5,-100.5
933,330.7765025,8120500,A2,8120500,"Deep Ck nr Dunn, TX",12080002,198,193,499.8677052,507,32.5,-100.5
934,330.7765025,8124000,B1,8124000,"Colorado Rv at Robert Lee, TX",12080008,15307,5046,13069.08,507,32.5,-100.5
935,330.7765025,8123850,B2,8123850,"Colorado Rv abv Silver, TX",12080008,14910,4559,11807.75579,507,32.5,-100.5
936,330.7765025,8138000,D1,8138000,"Colorado Rv at Winchell, TX",12090106,25179,13788,35710.75606,507,32.5,-100.5
937,330.7765025,8136700,D2,8136700,"Colorado Rv nr Stacy, TX",12090106,24193,12548,32499.1708,507,32.5,-100.5
938,330.7765025,8126380,D4,8126380,"Colorado Rv nr Ballinger, TX",12090101,16358,6090,15773.02759,507,32.5,-100.5
939,330.7765025,8147000,F1,8147000,"Colorado Rv nr San Saba, TX",12090201,31217,19830,51359.46422,507,32.5,-100.5
940,330.7765025,8158000,I1,8158000,"Colorado Rv at Austin, TX",12090205,39009,27611,71512.16171,507,32.5,-100.5
941,330.7765025,8154500,I2,0,Lake Travis near Austin,0,0,27357,70854.30473,507,32.5,-100.5
942,330.7765025,8148000,I4,0,Lake Buchanan near Burnet,0,20512,20521,53149.14601,507,32.5,-100.5
943,330.7765025,8161000,J1,8161000,"Colorado Rv at Columbus, TX",12090301,41640,30244,78331.6004,507,32.5,-100.5
944,330.7765025,8159500,J2,8159500,"Colorado Rv at Smithville, TX",12090301,40371,29062,75270.23445,507,32.5,-100.5
945,330.7765025,8159200,J3,8159200,"Colorado Rv at Bastrop, TX",12090301,39979,28580,74021.86018,507,32.5,-100.5
946,330.7765025,8162500,K1,8162500,"Colorado Rv nr Bay City, TX",12090302,42240,30862,79932.21305,507,32.5,-100.5
947,330.7765025,8162000,K2,8162000,"Colorado Rv at Wharton, TX",12090302,42003,30601,79256.22615,507,32.5,-100.5
948,3419.122084,8121000,A1,8121000,"Colorado Rv at Colorado City, TX",12080002,3966,1575,4079.231273,506,32.5,-101.5
949,3419.122084,8119500,A3,8119500,"Colorado Rv at Hwy 350 nr Ira, TX",12080002,3483,1074,2781.64723,506,32.5,-101.5
950,3419.122084,8124000,B1,8124000,"Colorado Rv at Robert Lee, TX",12080008,15307,5046,13069.08,506,32.5,-101.5
951,3419.122084,8123850,B2,8123850,"Colorado Rv abv Silver, TX",12080008,14910,4559,11807.75579,506,32.5,-101.5
952,3419.122084,8138000,D1,8138000,"Colorado Rv at Winchell, TX",12090106,25179,13788,35710.75606,506,32.5,-101.5
953,3419.122084,8136700,D2,8136700,"Colorado Rv nr Stacy, TX",12090106,24193,12548,32499.1708,506,32.5,-101.5
954,3419.122084,8126380,D4,8126380,"Colorado Rv nr Ballinger, TX",12090101,16358,6090,15773.02759,506,32.5,-101.5
955,3419.122084,8147000,F1,8147000,"Colorado Rv nr San Saba, TX",12090201,31217,19830,51359.46422,506,32.5,-101.5
956,3419.122084,8158000,I1,8158000,"Colorado Rv at Austin, TX",12090205,39009,27611,71512.16171,506,32.5,-101.5
957,3419.122084,8154500,I2,0,Lake Travis near Austin,0,0,27357,70854.30473,506,32.5,-101.5
958,3419.122084,8148000,I4,0,Lake Buchanan near Burnet,0,20512,20521,53149.14601,506,32.5,-101.5
959,3419.122084,8161000,J1,8161000,"Colorado Rv at Columbus, TX",12090301,41640,30244,78331.6004,506,32.5,-101.5
960,3419.122084,8159500,J2,8159500,"Colorado Rv at Smithville, TX",12090301,40371,29062,75270.23445,506,32.5,-101.5
961,3419.122084,8159200,J3,8159200,"Colorado Rv at Bastrop, TX",12090301,39979,28580,74021.86018,506,32.5,-101.5
962,3419.122084,8162500,K1,8162500,"Colorado Rv nr Bay City, TX",12090302,42240,30862,79932.21305,506,32.5,-101.5
963,3419.122084,8162000,K2,8162000,"Colorado Rv at Wharton, TX",12090302,42003,30601,79256.22615,506,32.5,-101.5
